年份,地区,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),非农业人口数(万人),年平均人口(万人),自然增长率(‰),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),教育业从业人员数(万人),在岗职工平均人数(万人),在岗职工工资总额(万元),职工平均工资(元),地区生产总值增长率(%),规模以上工业企业数(个),规模以上工业总产值(当年价，万元),产品销售收入(万元),利润总额(万元),流动资产合计(万元),固定资产投资总额(万元),当年实际使用外资金额(万美元),地方财政一般预算内收入(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校在校学生数(人),专利授权数(件),发明专利授权数(件),货运总量(万吨),人口密度(人／平方公里)
1992,深圳,2849630.0,97935.98403729097,1648463.5507493112,966692.7249940749,3.9237676900665686,59.67801511544606,36.40892862806381,37388.59999999999,80.22,57.39,76.66,11.8,5.78929326487466,109.70949342812705,42.15982006399025,4.09,90.0,468003.84374394204,10572.22,32.9,1932.0,20368295.0,4409792.0,5429888.0,80431621.0,1156759.0,63804.75201567013,429599.0,420035.0,15274.0,21128.0,45250500.0,60794800.0,15659800.0,3729.5,94250.0,18926.0,1802.0,781.0
1991,深圳,1748200.0,80800.0,1052300.0,615000.0,4.622,60.193,35.179,24643.0,73.22,46.99,70.9,13.82,6.33,88.39,32.65,4.09,90.0,307950.0,10572.22,32.9,1932.0,20368295.0,2524906.0,5429888.0,80431621.0,727510.0,39875.0,283482.0,246281.0,15274.0,21128.0,45250500.0,60794800.0,15659800.0,3779.0,94250.0,18926.0,1488.0,775.0
1990,深圳,1358600.0,70200.0,718100.0,570300.0,5.167,52.856,41.977,20356.0,68.65,43.0,66.7,13.3,6.63,76.2,26.39,4.09,90.0,227393.0,10572.22,32.9,1932.0,20368295.0,2003944.0,5429888.0,80431621.0,548045.0,38994.0,216963.0,197993.0,15274.0,21128.0,45250500.0,60794800.0,15659800.0,3964.0,94250.0,18926.0,1349.0,770.0
2022,珠海,40450000.0,606750.0,18077105.0,21766145.0,1.5,44.69,53.81,163654.0,155.0,99.48,130.0,12.52,0.042,40.56,35.476,3.091,79.0,9978147.0,121449.0,2.3,1792.0,43533772.0,24578473.0,5965283.0,66659021.0,13897545.0,242420.0,4374063.0,7541260.0,418396.0,1167355.0,101000000.0,114000000.0,19570793.0,133626.0,27764.0,6188.0,11175.0,788.0
2021,珠海,38820000.0,551244.0,16269462.0,21991530.0,1.42,41.91,56.65,157914.0,148.0,99.48,130.0,12.52,0.042,40.56,35.476,3.091,76.0,9273948.0,121449.0,6.9,1655.0,43533772.0,24578473.0,5454943.0,57622469.0,13897545.0,242420.0,4481942.0,7866577.0,495071.0,1149756.0,87143556.0,102000000.0,19570793.0,133626.0,27201.0,5402.0,11175.0,788.0
2020,珠海,34820000.0,598904.0,15108398.0,19109216.0,1.72,43.39,54.88,145645.0,140.51874999999998,99.48,130.0,12.52,0.042,40.56,35.476,3.091,80.0,8617830.0,107284.0,3.0,1492.0,43533772.0,24578473.0,5330879.0,52468236.0,13897545.0,242420.0,3791327.0,6776159.0,515050.0,1104658.0,77263468.0,93832313.0,19570793.0,133626.0,24434.0,4362.0,11175.0,788.0
2019,珠海,34360000.0,573812.0,15286764.0,18499424.0,1.67,44.49,53.84,175533.0,133.0,99.48,130.0,12.52,0.042,40.56,35.476,3.091,73.0,7405820.0,100878.0,6.8,1388.0,43533772.0,24578473.0,4511840.0,50560572.0,13897545.0,242420.0,3444865.0,6157366.0,488867.0,1042080.0,62565125.0,87107305.0,19570793.0,133626.0,18967.0,3327.0,11175.0,788.0
2018,珠海,29147350.0,501334.4,14337581.0,14308434.0,1.72,49.19,49.09,159428.0,127.0,99.48,123.0,12.78,0.655,43.068,33.879,2.856,70.0,6193324.0,87032.0,8.0,1170.0,43533772.0,24578473.0,4287360.0,47162970.0,13897545.0,239193.0,3314702.0,5725211.0,455217.0,764116.0,51830202.0,71170833.0,17428008.0,133626.0,17090.0,3452.0,11175.0,788.0
2017,珠海,26751800.0,456822.71915448556,12417341.639887838,12540454.566209106,1.817568181818182,48.882482278912846,49.28983933330005,155502.0,119.0,99.48,117.0,9.71,0.647,45.025,30.526,2.854,68.0,5604148.0,81014.0,8.25,1163.0,43533772.0,24578473.0,4100456.0,42242350.0,13897545.0,243304.0,3143761.0,4938852.0,453039.0,742206.0,47008330.0,65055738.0,15131174.0,133626.0,12544.0,2479.0,11175.0,788.0
2016,珠海,22263708.0,436368.7,10797898.0,11029441.0,1.96,48.5,49.54,134546.0,115.0,99.48,114.0,10.93,0.688,43.902,28.533,2.976,67.0,5053389.0,74931.0,8.5,1048.0,43533772.0,24578473.0,4205794.0,38162557.0,13897545.0,229466.0,2923683.0,4171576.0,352358.0,572555.0,39156076.0,56890799.0,14242136.0,133626.0,12544.0,2479.0,11175.0,788.0
2015,珠海,20254111.0,451666.7,10072369.0,9730075.0,2.23,49.73,48.04,124706.0,112.45,99.48,111.3,9.49,0.677,46.157,27.438,3.026,69.0,4699146.0,67958.0,10.0,1023.0,39660233.0,24578473.0,2795406.0,31710895.0,7810227.0,217789.0,2699634.0,3887661.0,286324.0,528762.0,28603253.0,51459256.0,13023148.0,132000.0,12544.0,2479.0,11175.0,788.0
2014,珠海,18672129.0,438795.0,9386479.0,8844988.0,2.35,50.27,47.37,116537.0,110.2,99.48,109.4,9.6,0.699,47.756,26.825,3.042,69.0,4344904.0,62579.63,10.4,1008.0,37022580.0,24578473.0,2939595.0,29730500.0,11350492.0,193099.0,2243064.0,2758953.0,125185.0,490867.0,24262400.0,45706700.0,14230100.0,132000.0,12544.0,2479.0,11175.0,782.0
2013,珠海,16623757.0,430555.3,8489753.0,7701787.0,2.59,51.07,46.33,152512.0,108.6,99.48,107.6,9.2,0.7,49.03,24.83,2.74,69.0,3860320.0,56240.09,10.55,1054.0,34608578.0,24578473.0,2498882.0,26494764.0,9608944.0,168730.0,1941981.0,2520300.0,121303.0,510801.0,19722214.0,38921300.0,13406248.0,127115.0,12544.0,2479.0,8568.0,633.0
2012,珠海,15037642.0,389474.9,7763935.0,6884233.0,2.59,51.63,45.78,95471.0,106.6,99.48,106.3,10.3,0.73,44.83,19.88,2.39,65.0,3167026.0,48484.78,7.0,927.0,30725614.0,24578473.0,1643758.0,22284386.0,7876184.0,144682.0,1625997.0,2122023.0,88312.0,438581.0,17505136.0,31155117.0,12167506.0,123206.0,12544.0,2479.0,7582.0,634.0
2011,珠海,14049305.0,365281.9,7644227.0,6039796.0,2.6,54.41,42.99,89794.0,106.0,99.48,105.4,9.2,0.73,47.52,18.75,2.26,65.0,2656297.0,41055.6,11.3,893.0,33772489.0,24578473.0,1656215.0,20496874.0,6373858.0,133764.0,1434072.0,1903744.0,73453.0,315520.0,16382079.0,29800122.0,11028546.0,116952.0,12544.0,2479.0,6888.0,629.0
2010,珠海,12085958.0,323903.7,6619479.0,5142575.0,2.68,54.77,42.55,80697.0,104.74,99.48,103.7,7.45,0.74,44.17,18.24,2.25,61.0,2086490.0,34407.82,12.9,1347.0,29761820.0,24578473.0,1912408.0,17365120.0,5015458.0,122351.0,1245280.0,1664116.0,56984.0,259700.0,14725362.0,27486965.0,9825958.0,108190.0,12544.0,2479.0,7039.0,624.0
2009,珠海,10386627.0,288748.2,5439477.0,4658402.0,2.78,52.37,44.85,69890.0,102.65,99.48,101.1,6.3,0.83,41.13,16.85,2.17,57.0,1807817.0,31760.66,6.6,1386.0,24050448.0,24578473.0,1292731.0,16752727.0,4105052.0,118030.0,1014106.0,1212918.0,39795.0,232402.0,10624370.0,21052044.0,8280421.0,101564.0,12544.0,2479.0,6683.0,617.0
2008,珠海,9920616.0,290674.0,5424593.0,4204357.0,2.93,54.68,42.38,67591.0,99.48,99.48,97.82499999999999,7.03,0.89,39.08,15.9,2.08,52.0,1501800.0,29127.23,9.0,1131.0,26037031.0,24578473.0,1010085.0,16752727.0,3723155.0,114224.0,923182.0,1056005.0,30006.0,202746.0,7486257.0,15753638.0,7278631.0,89897.0,12544.0,2479.0,3231.0,610.0
2007,珠海,8959010.0,259811.3,4946269.0,3752929.0,2.9,55.21,41.89,61693.0,95.69,95.69,94.55,5.42,0.89,37.71,14.92,1.88,52.0,1374219.0,26611.52,16.7,1106.0,23573712.0,22384480.0,1272397.0,16752727.0,3450467.0,102888.0,758242.0,828160.0,20801.0,166040.0,6832344.0,13880384.0,5918643.0,79113.0,12544.0,2479.0,3375.0,603.0
2006,珠海,7477029.0,210852.2,4135545.0,3130632.0,2.82,55.31,41.87,52185.0,92.63,92.63,91.275,5.85,0.76,36.62,14.67,1.79,50.0,1184151.0,23773.36,16.4,987.0,19525127.0,18345243.0,778736.0,16752727.0,2571608.0,82414.0,602650.0,704901.0,4996.0,95803.0,4567088.0,10637784.0,5397382.0,65942.0,12544.0,2479.0,2829.0,593.0
2005,珠海,6349521.0,193025.4,3391914.0,2764581.0,3.04,53.42,43.54,45284.0,89.6,89.6,88.0,7.35,0.78,34.4,13.75,1.63,47.0,1017725.0,21653.72,13.4,993.0,15697720.0,14880222.0,534798.0,16752727.0,2185110.0,66610.0,489704.0,577675.0,5487.0,82439.0,4243337.0,9254673.0,4808671.0,55588.0,12544.0,2479.0,3331.0,585.0
2004,珠海,5462802.0,196660.9,3114343.0,2151798.0,3.6,57.01,39.39,64960.0,86.17,86.17,84.725,7.2,0.9,29.81,10.57,1.36,40.0,797026.0,20086.34,13.8,847.0,12626696.0,12932989.0,534798.0,16752727.0,1797950.0,51007.0,344559.0,508902.0,4280.0,68377.0,4171818.0,7697077.0,4085732.0,27794.0,12544.0,2479.0,4370.0,579.0
2003,珠海,4732742.0,180317.5,2667847.0,1884578.0,3.81,56.37,39.82,58924.0,82.02,82.02,81.45,11.12,0.97,23.84,11.05,1.26,34.0,659767.0,19201.6,17.5,798.0,10089840.0,9807129.0,534798.0,16752727.0,1410518.0,94153.0,348215.0,453492.0,2808.0,56572.0,4126715.0,6732074.0,3573900.0,0.0,12544.0,2479.0,4230.0,575.0
2002,珠海,4062651.0,161693.5,2240958.0,1659999.0,3.98,55.16,40.86,32682.0,78.61,55.84,78.17500000000001,5.6,1.07,19.32,10.61,1.26,30.0,552883.0,18503.45,12.3,790.0,7588106.0,7548429.0,534798.0,16752727.0,1205346.0,69800.0,312300.0,418000.0,2808.0,51960.0,4126715.0,6732074.0,2972000.0,0.0,12544.0,2479.0,4140.0,570.0
2001,珠海,3665942.0,151403.4,2027999.0,1486539.0,4.13,55.32,40.55,48931.0,75.93,53.08,74.9,6.0,1.23,15.66,10.34,1.26,27.0,464981.0,17038.51,12.05,798.0,6622988.0,6341936.0,534798.0,16752727.0,1048682.0,86468.0,315600.0,372600.0,2808.0,47348.0,4126715.0,6732074.0,2489100.0,0.0,12544.0,2479.0,3921.0,565.0
2000,珠海,3302555.0,138707.3,1832918.0,1330930.0,4.2,55.5,40.3,45215.7,73.9,51.33,72.55000000000001,12.67,1.33,15.12,10.72,1.26,27.0,419912.0,15628.0,11.8,769.0,6301615.0,5723870.0,534798.0,16752727.0,540757.0,81518.0,242300.0,310800.0,2808.0,42736.0,4126715.0,6732074.0,2160900.0,0.0,12544.0,2479.0,3734.0,561.0
1999,珠海,2866141.0,131842.5,1536252.0,1198047.0,4.6,53.6,41.8,41500.4,71.4,49.44,70.2,9.94,1.4,15.18,11.43,1.26,27.0,416900.0,15282.0,10.01,763.0,4694468.0,4410732.0,534798.0,16752727.0,1169175.0,75157.0,201600.0,262400.0,2808.0,38124.0,4126715.0,6732074.0,2160900.0,17.5,12544.0,2479.0,3631.0,552.0
1998,珠海,2635000.0,126480.0,1378105.0,1130415.0,4.8,52.3,42.9,37785.1,69.48,47.94,67.85000000000001,3.81,1.55,14.62,11.57,1.26,27.0,378940.0,13926.0,11.9,763.0,4694468.0,3828694.0,534798.0,16752727.0,961286.0,110657.0,178900.0,225200.0,2808.0,33512.0,4126715.0,6732074.0,2160900.0,35.0,12544.0,2479.0,3354.0,547.0
1997,珠海,2351974.0,122537.8,1223497.0,1005939.0,5.21,52.02,42.77,34069.8,67.34,46.22,65.5,9.6,1.66,15.24,11.74,1.26,28.0,354802.0,12795.0,11.14,763.0,4694468.0,3664836.0,534798.0,16752727.0,490912.0,61643.0,153900.0,212700.0,2808.0,28900.0,4126715.0,6732074.0,2160900.0,52.5,12544.0,2479.0,3289.0,543.0
1996,珠海,2073203.0,116099.4,1073919.0,883184.5,5.6,51.8,42.6,30354.5,65.37,44.61,63.150000000000006,9.46,6.56,22.45,23.08,1.26,28.0,331732.0,12259.0,4.5,763.0,4694468.0,3210509.0,534798.0,16752727.0,461208.0,60200.0,140900.0,181800.0,2808.0,24288.0,4126715.0,6732074.0,2160900.0,70.0,12544.0,2479.0,3155.0,539.0
1995,珠海,1990990.0,105522.5,1059207.0,826260.9,5.3,53.2,41.5,26639.199999999997,63.24,42.91,60.800000000000004,9.86,10.04,19.42,30.98,1.26,28.0,281501.0,10765.0,16.3,763.0,4694468.0,2624326.0,534798.0,16752727.0,646782.0,53929.0,151800.0,165700.0,2808.0,19676.0,4126715.0,6732074.0,2160900.0,86.66666666666667,12544.0,2479.0,3020.0,534.0
1994,珠海,1656900.0,90400.0,907400.0,659100.0,5.456,54.765,39.779,22923.899999999998,60.66,40.59,58.45,10.6,10.93,18.91,20.11,1.26,28.0,210289.0,9215.12,16.3,763.0,4694468.0,1934532.0,534798.0,16752727.0,962392.0,51310.0,131600.0,145700.0,2808.0,15064.0,4126715.0,6732074.0,2160900.0,103.33333333333334,12544.0,2479.0,2878.0,525.0
1993,珠海,1218702.0,82848.79019980408,698736.842695887,515895.1978149165,6.671005425356955,53.76567638828791,40.030082253147995,19208.6,57.46,30.83,56.1,11.6,11.131568620255178,16.255255055912443,16.79055179080554,1.26,28.0,157454.03802260995,9215.12,16.3,763.0,4694468.0,1520157.0,534798.0,16752727.0,596248.0,40624.29727392555,147787.0,157716.0,2808.0,10452.0,4126715.0,6732074.0,2160900.0,120.0,12544.0,2479.0,3417.0,522.0
1992,珠海,942645.0,78631.26870286044,472849.84693252214,379469.63189437345,9.200444162010893,49.82673993673374,41.52300875854107,15493.299999999996,54.97,27.17,53.75,11.3,11.286076308610712,12.843676778491552,14.213474340761708,1.26,28.0,113822.12664080718,9215.12,16.3,763.0,4694468.0,1105782.0,534798.0,16752727.0,486848.0,25765.046768250824,80717.0,88105.0,2808.0,10452.0,4126715.0,6732074.0,2160900.0,101.0,12544.0,2479.0,2534.0,891.0
1991,珠海,604900.0,76400.0,272300.0,256200.0,12.63,45.016,42.354,11778.0,52.46,25.53,51.4,12.32,11.58,10.21,13.05,1.26,28.0,78223.0,9215.12,16.3,763.0,4694468.0,691407.0,534798.0,16752727.0,128458.0,13433.0,62241.0,70881.0,2808.0,10452.0,4126715.0,6732074.0,2160900.0,82.0,12544.0,2479.0,2102.0,880.0
1990,珠海,411800.0,75900.0,164600.0,171300.0,18.431,39.971,41.598,8330.0,50.25,21.9,49.4,11.2,12.1,9.59,13.52,1.26,28.0,55839.0,9215.12,16.3,763.0,4694468.0,438898.0,534798.0,16752727.0,104528.0,6910.0,44434.0,55425.0,2808.0,10452.0,4126715.0,6732074.0,2160900.0,132.0,12544.0,2479.0,1719.0,871.0
2022,佛山,127000000.0,2209452.0,71299270.0,53471278.0,1.74,56.15,42.11,132517.0,495.0,364.34,449.0,10.15,0.068,88.147,63.424,10.759,148.0,16139700.0,104280.0,2.1,9851.0,212000000.0,96042545.0,20055095.0,118000000.0,35120393.0,73292.0,7967649.0,10223337.0,835955.0,2059881.0,181000000.0,233000000.0,83161575.0,49994.0,106422.0,8607.0,29098.0,560.0
2021,佛山,122000000.0,2115318.0,68067043.0,51387639.0,1.74,55.99,42.27,127085.0,484.0,364.34,449.0,10.15,0.068,88.147,63.424,10.759,148.0,15444253.0,104280.0,8.3,9370.0,212000000.0,96042545.0,18811187.0,116000000.0,35120393.0,73292.0,8082587.0,10720104.0,1016580.0,1943805.0,163000000.0,201000000.0,83161575.0,49994.0,96487.0,8306.0,29098.0,560.0
2020,佛山,108000000.0,1644032.0,60948160.0,45567808.0,1.52,56.35,42.13,114157.0,472.82852564102564,364.34,449.0,10.15,0.068,88.147,63.424,10.759,144.0,13588896.0,94536.0,1.6,8020.0,212000000.0,96042545.0,17029618.0,96303267.0,35120393.0,73292.0,7535609.0,10030420.0,1015580.0,1725234.0,144000000.0,188000000.0,83161575.0,49994.0,73870.0,5652.0,29098.0,560.0
2019,佛山,108000000.0,1569646.0,60442122.0,45498232.0,1.46,56.22,42.32,133850.0,461.0,364.34,449.0,10.15,0.068,88.147,63.424,10.759,147.0,12675848.0,86401.0,6.9,7902.0,212000000.0,96042545.0,17952418.0,83581575.0,35120393.0,73292.0,7316156.0,9413223.0,981555.0,1597130.0,121000000.0,167000000.0,83161575.0,49994.0,58747.0,4582.0,29098.0,560.0
2018,佛山,99358845.0,1440703.0,56137747.0,41770458.0,1.45,56.5,42.04,127691.0,437.0,364.34,428.0,12.6,0.014,113.865,49.451,7.582,161.0,12940715.0,80288.0,6.27,6206.0,212000000.0,96042545.0,15282530.0,71652731.0,35120393.0,130671.54185787094,7031418.0,8065443.0,546769.0,1482310.0,103000000.0,150000000.0,75060093.0,49994.0,51010.0,5058.0,29098.0,560.0
2017,佛山,93985300.0,1439700.3962235902,53854809.22296292,37388416.535987265,1.5590075693860388,57.9874578192116,40.4444304122961,124324.0,420.0,364.34,410.0,16.97,0.02,116.86,48.282,8.663,162.0,11787845.0,72712.0,7.285,6212.0,212000000.0,96042545.0,15607623.0,66349101.0,35120393.0,162349.0,6615815.0,7749551.0,462621.0,1402545.0,91576069.0,136000000.0,69471617.0,49994.0,36767.0,4901.0,29098.0,560.0
2016,佛山,86300002.0,1449840.0,51460691.0,33389471.0,1.68,59.63,38.69,115891.0,400.0,364.34,395.0,10.04,0.02,126.484,45.219,8.23,170.0,11403952.0,67187.0,8.3,5671.0,212000000.0,96042545.0,15898049.0,63689697.0,35120393.0,147167.0,6045001.0,6958523.0,349559.0,1244663.0,85156155.0,128000000.0,66584572.0,49994.0,36767.0,4901.0,29098.0,560.0
2015,佛山,80039186.0,1360666.0,48391692.0,30278824.0,1.7,60.46,37.83,108299.0,388.97,364.34,387.3,6.72,0.019,125.562,44.458,8.3,169.0,10436199.0,61810.0,8.5,5787.0,195000000.0,96042545.0,14503979.0,58456279.0,30355217.0,237728.0,5575469.0,7999307.0,302739.0,1280022.0,79505348.0,119000000.0,62322014.0,49395.0,36767.0,4901.0,29098.0,560.0
2014,佛山,74415994.0,1339488.0,46018851.0,27057655.0,1.8,61.84,36.36,101617.0,385.6,364.34,383.6,6.6,0.019,129.378,44.177,9.033,172.0,9593393.0,55678.43,8.3,5883.0,188000000.0,96042545.0,13653263.0,54817599.0,26124462.0,265588.0,5011922.0,5250119.0,153760.0,1057418.0,75957941.0,113000000.0,58069393.0,46706.0,36767.0,4901.0,29098.0,559.0
2013,佛山,70101725.0,1388014.0,43406988.0,25306723.0,1.98,61.92,36.1,183512.0,381.6,364.34,379.6,6.6,0.02,131.84,42.36,8.67,171.0,8588605.0,50355.33,6.01,6163.0,171000000.0,96042545.0,12852946.0,51502989.0,23836462.0,252089.0,4382128.0,4883953.0,163697.0,1025636.0,71113052.0,114000000.0,56025780.0,47297.0,36767.0,4901.0,27650.0,538.0
2012,佛山,66130223.0,1302765.0,41132999.0,23694459.0,1.97,62.2,35.83,91259.0,377.7,364.34,376.2,5.8,0.03,37.67,27.25,7.03,62.0,2861950.0,46205.2,8.17,5950.0,147000000.0,96042545.0,11405032.0,46381954.0,21283257.0,234984.0,3840803.0,4339550.0,168320.0,966523.0,61277564.0,97842546.0,51648616.0,45778.0,36767.0,4901.0,25199.0,551.0
2011,佛山,65802823.0,1184451.0,41863756.0,22754616.0,1.8,63.62,34.58,91202.0,374.8,364.34,372.8,6.0,0.04,32.15,28.49,7.92,59.0,2380116.0,40664.89,12.1,6318.0,144000000.0,96042545.0,10067220.0,52192149.0,19339593.0,215440.0,3417326.0,3886840.0,128974.0,834638.0,56151515.0,91168402.0,47070568.0,44551.0,36767.0,4901.0,23952.0,547.0
2010,佛山,56515223.0,1051183.0,35423742.0,20034647.0,1.86,62.68,35.45,93983.0,370.89,364.34,369.3,4.53,0.04,29.14,26.89,7.14,55.0,2035787.0,37081.73,14.3,7684.0,145000000.0,96042545.0,10733370.0,39957710.0,17196295.0,196749.0,3060545.0,3633477.0,113366.0,691057.0,48689882.0,84623293.0,44608183.0,39675.0,36767.0,4901.0,19545.0,546.0
2009,佛山,48208972.0,959358.5,30376473.0,16873140.0,1.99,63.01,35.0,80686.0,367.63,364.34,366.0,4.7,0.04,29.94,25.5,6.68,53.0,1842594.2924927233,34000.2847210055,13.5,7807.0,118000000.0,96042545.0,10525290.0,31050624.0,14705603.0,187367.0,2546988.0,2669855.0,84083.0,589466.0,41019722.0,72111412.0,39450053.0,37048.0,36767.0,4901.0,17989.0,545.0
2008,佛山,43333044.0,953327.0,28426477.0,13953240.0,2.2,65.6,32.2,72975.0,364.34,364.34,362.075,4.69,0.05,30.54,24.51,6.11,54.0,1663651.0,31044.06,15.17,6738.0,107000000.0,96042545.0,2429891.0,31050624.0,12586456.0,180650.0,2279940.0,2445100.0,79035.0,541948.0,30031858.0,57139523.0,34941097.0,36965.0,36767.0,4901.0,24418.0,541.0
2007,佛山,36051142.0,821966.0,23278222.0,11950954.0,2.28,64.57,33.15,61199.0,361.08,361.08,358.15,3.96,0.06,29.32,25.27,6.19,53.0,1493347.0,28331.38,19.2,6680.0,84170611.0,81901493.0,3970340.0,31050624.0,10896883.0,157285.0,1945430.0,2066701.0,73738.0,439656.0,28207919.0,48857802.0,28366734.0,37157.0,36767.0,4901.0,23137.0,538.0
2006,佛山,29281591.0,755465.0,18423977.0,10102149.0,2.58,62.92,34.5,50232.0,358.06,358.06,354.225,4.04,0.05,28.02,24.49,5.68,51.0,1277168.0,25190.69,19.3,6011.0,62890891.0,61256100.0,2382903.0,31050624.0,9098300.0,113700.0,1570622.0,1754017.0,20095.0,308270.0,23615900.0,43350900.0,26670600.0,38343.0,36767.0,4901.0,19967.0,534.0
2005,佛山,23831836.0,757852.4,14394429.0,8679555.0,3.18,60.4,36.42,41266.0,354.48,354.475,350.3,4.58,0.06,27.21,23.75,5.48,49.0,1083727.0,22116.88,19.4,5149.0,47808828.0,45286109.0,1683966.0,31050624.0,7571333.0,92868.0,1308480.0,1508546.0,18679.0,256597.0,20562900.0,37707400.0,23587800.0,33326.0,36767.0,4901.0,17603.0,530.0
2004,佛山,16564573.0,823259.3,9577636.0,6163678.0,4.97,57.82,37.21,47500.0,350.89,350.89,346.375,4.68,0.06,26.3,22.63,5.44,47.0,928296.0,19559.54,16.3,4078.0,33313103.0,29553774.0,1683966.0,31050624.0,5654039.0,172453.0,952864.0,1309263.0,16962.0,212581.0,20301200.0,32588500.0,20288100.0,25712.0,36767.0,4901.0,15718.0,527.0
2003,佛山,13815951.0,777838.0,7647129.0,5392366.0,5.63,55.35,39.03,40444.0,344.24,343.7,342.45000000000005,3.56,0.07,24.95,21.96,5.25,45.0,797047.0,17641.59,16.1,3359.0,25819560.0,25662487.0,1683966.0,31050624.0,4236889.0,122508.0,954359.0,1204456.0,21713.0,192510.0,19721400.0,29495500.0,17839900.0,19713.0,36767.0,4901.0,14303.0,524.0
2002,佛山,11759169.0,720837.1,6257054.0,4780102.0,6.13,53.21,40.65,34850.0,338.98,174.53,338.52500000000003,3.28,0.27,23.48,22.85,5.25,45.0,712790.0,15871.52,11.8,2861.0,20406640.0,20515677.0,1683966.0,31050624.0,2904266.0,98355.0,850000.0,1041900.0,21713.0,178483.4,19721400.0,29495500.0,15359000.0,18613.0,36767.0,4901.0,12444.0,522.0
2001,佛山,11038915.0,706490.6,5844002.0,4488423.0,6.4,52.94,40.66,32991.0,335.85,150.38,334.6,4.62,0.26,23.92,21.06,5.25,44.0,630691.0,14220.77,11.5,2468.0,17823476.0,18119516.0,1683966.0,31050624.0,2381979.0,99014.0,833100.0,946700.0,21713.0,164456.8,19721400.0,29495500.0,13308300.0,10589.0,36767.0,4901.0,11580.0,520.0
2000,佛山,9572042.0,660470.9,5054038.0,3857533.0,6.9,52.8,40.3,30283.0,332.46,147.58,329.33000000000004,5.62,0.38,25.17,22.3,5.25,47.0,601208.0,12789.0,11.2,2180.0,15613100.0,15840384.0,1683966.0,31050624.0,1989628.0,96322.0,599200.0,726400.0,21713.0,150430.2,19721400.0,29495500.0,12169800.0,7000.0,36767.0,4901.0,12495.0,519.0
1999,佛山,8337935.0,625345.1,4360740.0,3351850.0,7.5,52.3,40.2,27575.0,329.24,142.83,324.06,8.46,0.51,27.76,22.85,5.25,51.0,599121.0,11796.0,9.48,1748.0,12930306.0,12919717.0,1683966.0,31050624.0,1731838.0,115982.0,457200.0,584300.0,21713.0,136403.6,19721400.0,29495500.0,12169800.0,6975.0,36767.0,4901.0,10180.0,515.0
1998,佛山,7825620.0,633875.2,4124102.0,3067643.0,8.1,52.7,39.2,24867.0,324.98,139.88,318.79,5.53,0.58,28.99,22.71,5.25,52.0,575842.0,11160.0,13.1,1748.0,12930306.0,11600511.0,1683966.0,31050624.0,1491492.0,113621.0,370800.0,495000.0,21713.0,122377.0,19721400.0,29495500.0,12169800.0,6406.0,36767.0,4901.0,9969.0,512.0
1997,佛山,7245687.0,628201.1,3961942.0,2656269.0,8.67,54.68,36.66,22159.0,320.96,146.15,313.52,9.99,43.2,109.17,79.9,5.25,55.0,591046.0,10787.0,15.28,1748.0,12930306.0,9630039.0,1683966.0,31050624.0,1445770.0,112159.0,308600.0,429300.0,21713.0,108350.4,19721400.0,29495500.0,12169800.0,6260.0,36767.0,4901.0,9574.0,511.0
1996,佛山,6374395.0,599193.1,3499543.0,2275659.0,9.4,54.9,35.7,19451.0,316.32,142.73,308.25,9.78,42.94,101.4,68.23,5.25,55.0,570745.0,10406.0,16.7,1748.0,12930306.0,8614807.0,1683966.0,31050624.0,667911.0,115939.0,267300.0,386000.0,21713.0,94323.8,19721400.0,29495500.0,12169800.0,6248.0,36767.0,4901.0,14060.0,508.0
1995,佛山,5458907.0,485842.7,3051529.0,1921535.0,8.9,55.9,35.2,16743.0,311.06,138.64,302.98,10.05,42.03,106.41,72.78,5.25,55.0,536318.0,9611.0,22.0,1748.0,12930306.0,8436523.0,1683966.0,31050624.0,651826.0,105366.0,256000.0,364700.0,21713.0,80297.2,19721400.0,29495500.0,12169800.0,5932.0,36767.0,4901.0,14660.0,504.0
1994,佛山,4363740.0,403892.0,2463199.0,1496649.0,9.256,56.447,34.297,14035.0,305.69,134.63,297.71,12.2,43.99,99.93,58.58,5.25,55.0,448104.0,8426.18,22.0,1748.0,12930306.0,6282844.0,1683966.0,31050624.0,577007.0,94445.0,208500.0,290600.0,21713.0,66270.59999999999,19721400.0,29495500.0,12169800.0,5505.0,36767.0,4901.0,7038.0,500.0
1993,佛山,3473316.0,333645.1539599469,1943881.160192374,1101445.7969353118,10.150450064598566,58.082300788957056,31.695434344602706,11327.0,299.48,113.57,292.44,12.9,47.53924816860583,89.92579047970591,51.696349651541134,5.25,55.0,367257.48178509827,8426.18,22.0,1748.0,12930306.0,5124273.666666667,1683966.0,31050624.0,868162.0,73349.6695594127,357907.0,294384.0,21713.0,52244.0,19721400.0,29495500.0,12169800.0,4766.0,36767.0,4901.0,5089.0,499.0
