年份,地区,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),非农业人口数(万人),年平均人口(万人),自然增长率(‰),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),教育业从业人员数(万人),在岗职工平均人数(万人),在岗职工工资总额(万元),职工平均工资(元),地区生产总值增长率(%),规模以上工业企业数(个),规模以上工业总产值(当年价，万元),产品销售收入(万元),利税总额(万元),流动资产合计(万元),固定资产投资总额(万元),当年实际使用外资金额(万美元),地方财政一般预算内收入(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校在校学生数(人),专利授权数(件),发明专利授权数(件),货运总量(万吨),人口密度(人／平方公里)
2022,舟山,19510000.0,1709076.0,9501370.0,8299554.0,8.76,48.7,42.54,167134.0,95.0,35.79,97.0,-1.47,0.047,5.686,12.877,1.653,18.0,2336554.0,123685.0,8.5,464.0,18721066.0,5917097.0,60137.0,16867587.0,13111370.0,50093.0,1561472.0,3542734.0,109409.0,381141.0,36852760.0,32617115.0,9716492.0,24521.0,2741.0,743.0,22283.0,667.0
2021,舟山,17040000.0,1589832.0,7540200.0,7909968.0,9.33,44.25,46.42,146611.0,96.0,35.79,97.0,-1.47,0.047,5.686,12.877,1.653,17.0,2160142.0,123685.0,8.4,425.0,18721066.0,5917097.0,60137.0,15478215.0,13111370.0,50093.0,1807000.0,3361101.0,94342.0,364623.0,32177441.0,27146898.0,9716492.0,24521.0,3154.0,957.0,22283.0,667.0
2020,舟山,15120000.0,1530144.0,5899824.0,7690032.0,10.12,39.02,50.86,130130.0,96.6875,35.79,97.0,-1.47,0.047,5.686,12.877,1.653,19.0,2017529.0,108495.0,12.01,391.0,18721066.0,5917097.0,60137.0,10902066.0,13111370.0,50093.0,1591996.0,3126851.0,72132.0,325608.0,27032510.0,24793051.0,9716492.0,24521.0,2805.0,863.0,22283.0,667.0
2019,舟山,13720000.0,1463924.0,4755352.0,7496608.0,10.67,34.66,54.64,116781.0,97.0,35.79,97.0,-1.47,0.047,5.686,12.877,1.653,17.0,1796972.0,106441.0,9.15,376.0,18721066.0,5917097.0,60137.0,11655256.0,13111370.0,50093.0,1548600.0,3233611.0,74615.0,360395.0,24259327.0,22213094.0,9716492.0,24521.0,2027.0,580.0,22283.0,667.0
2018,舟山,13166986.0,1425984.584,4283220.546,7456464.172,10.83,32.53,56.63,112490.0,97.0,35.79,97.0,-1.57,0.006,5.851,12.28,1.547,17.0,1635074.0,98394.0,6.66,360.0,18721066.0,5917097.0,60137.0,9456798.0,13111370.0,41762.0,1460243.0,3084897.0,67847.0,344129.0,20036760.0,19868645.0,8314222.0,24521.0,2216.0,508.0,22283.0,667.0
2017,舟山,12197800.0,1362478.222021336,4738883.732716792,6769668.206386081,10.519265625000001,36.71407106046949,52.78046025647639,104882.0,97.0,35.79,97.0,-1.55,0.007,6.102,12.27,1.481,17.0,1574188.0,93018.0,9.004999999999999,351.0,18721066.0,5917097.0,60137.0,7681804.0,13111370.0,40518.0,1257644.0,2586044.0,55548.0,331707.0,16936863.0,19436733.0,7550242.0,24521.0,1920.0,501.0,22283.0,667.0
2016,舟山,12411989.0,1267264.077,5100086.28,6044638.643,10.21,41.09,48.7,107463.0,97.0,35.79,97.0,-0.12,1.2,17.95,27.84,1.53,17.0,1378804.0,80311.0,11.35,375.0,18721066.0,5917097.0,60137.0,8246342.0,13111370.0,21017.0,1203248.0,2505417.0,58786.0,291712.0,14840103.0,18078318.0,7158648.0,24521.0,1920.0,501.0,22283.0,667.0
2015,舟山,10928459.0,1110331.434,4495968.033,5322159.533,10.16,41.14,48.7,95113.0,97.36,35.79,97.4,-1.35,1.06,17.94,27.6,1.5,17.0,1284141.0,74717.0,9.22,390.0,16333676.0,5917097.0,60137.0,7976061.0,11347553.0,7792.0,1127221.0,2396523.0,51012.0,263345.0,14583839.0,16942588.0,6616103.0,23468.0,1920.0,501.0,22283.0,667.0
2014,舟山,10152567.0,1009165.16,4252910.316,4890491.524,9.94,41.89,48.17,88746.0,97.5,35.79,97.4,0.4,0.06,17.9,27.24,1.53,17.0,1183478.0,68967.25,10.2,393.0,14977609.0,5917097.0,60137.0,8021112.0,9608783.0,19962.0,1010203.0,1881904.0,44763.0,246092.0,14160290.0,16027038.0,5980044.0,22731.0,1920.0,501.0,22283.0,670.0
2013,舟山,9308493.0,956913.08,4115284.755,4235364.315,10.28,44.21,45.5,95964.0,97.3,35.79,97.2,0.10052628989588556,0.03,7.04,11.42,1.46,18.0,1109090.0,63304.22,9.1,414.0,13335566.0,5917097.0,60137.0,8733534.0,7500233.0,20930.0,926280.0,1898260.0,40225.0,229473.0,13043704.0,14702445.0,5446392.0,23301.0,1920.0,501.0,21392.0,669.0
2012,舟山,8531767.0,830994.106,3829057.03,3871715.865,9.74,44.88,45.38,87883.0,97.2,35.79,97.1,-0.26370492050468325,0.03,6.55,11.07,1.43,17.0,984670.0,57281.56,10.2,383.0,11998334.0,5917097.0,60137.0,8313842.0,5705986.0,18339.0,855627.0,1552230.0,34873.0,213389.0,12374213.0,13501001.0,5036888.0,22989.0,1920.0,501.0,19985.0,668.0
2011,舟山,7727535.0,760389.444,3491300.313,3475845.243,9.84,45.18,44.98,79765.0,97.0,35.79,96.9,-0.7,0.04,6.53,9.53,1.36,15.0,814748.0,52905.71,11.3,358.0,11051733.0,5917097.0,60137.0,7557488.0,4760876.0,10788.0,764844.0,1481022.0,27489.0,162737.0,11626588.0,13149656.0,4612974.0,22934.0,1920.0,501.0,17885.0,674.0
2010,舟山,6443170.0,620477.271,2932930.984,2889761.745,9.63,45.52,44.85,66581.0,96.77,35.79,96.8,-1.21,0.05,6.63,10.12,1.38,16.0,716934.0,43635.67,11.3,659.0,9790517.0,5917097.0,60137.0,6906867.0,4138437.0,6719.0,610396.0,1050303.0,24390.0,121429.0,10177248.0,11432535.0,4108026.0,22327.0,1920.0,501.0,14329.0,672.0
2009,舟山,5352361.0,522390.434,2426760.477,2403210.089,9.76,45.34,44.9,55311.0,96.77,35.79,96.8,-1.03,0.04,6.46,9.28,1.28,14.0,580553.0,40569.74,11.0,596.0,7905601.0,5917097.0,60137.0,5430530.0,4006632.0,10595.0,487786.0,827392.0,21057.0,105797.0,8540188.0,9439328.0,3563604.0,22389.0,1920.0,501.0,10943.0,672.0
2008,舟山,4902500.0,491720.75,2264464.75,2146314.5,10.03,46.19,43.78,50683.0,96.77,35.79,96.9875,-0.85,0.02,5.47,7.57,1.21,12.0,455139.0,38702.3,14.5,590.0,6718654.0,5917097.0,60137.0,5430530.0,3394255.0,15855.0,431534.0,767785.0,17765.0,97074.0,6354304.0,7308382.0,2959217.0,22695.0,1920.0,501.0,10205.0,672.0
2007,舟山,4083700.0,447981.89,1787435.49,1848282.62,10.97,43.77,45.26,42259.0,96.69,35.48,97.175,0.21,0.02,4.46,7.02,1.16,11.0,375695.0,33424.82,17.0,531.0,4863550.0,4089898.0,60137.0,5430530.0,2796374.0,7516.0,350636.0,565227.0,14826.0,82209.0,4843506.0,5617142.0,2205839.0,20809.0,1920.0,501.0,9299.0,671.0
2006,舟山,3351979.0,418997.375,1395093.66,1538223.163,12.5,41.62,45.89,34682.0,96.58,35.18,97.3625,-0.59,0.02,3.73,6.88,1.16,10.0,288417.0,28443.49,18.0,451.0,3603896.0,3108378.0,60137.0,5430530.0,2189878.0,5003.0,242578.0,408208.0,2005.0,59671.0,3732509.0,4515015.0,2049019.0,17311.0,1920.0,501.0,8306.0,671.0
2005,舟山,2801592.0,398386.382,1112512.183,1290413.275,14.22,39.71,46.06,28936.0,96.73,34.91,97.55,-0.2,0.02,3.96,6.79,1.18,10.0,265604.0,25368.1,18.0,442.0,2833416.0,2555513.0,60137.0,5430530.0,1611191.0,3120.0,182082.0,319384.0,1682.0,51151.0,2846953.0,3634879.0,1735399.0,13481.0,1920.0,501.0,6717.0,672.0
2004,舟山,2120391.0,382094.458,913040.365,825256.177,18.02,43.06,38.92,21855.0,96.91,34.64,97.7375,0.27,0.02,4.22,6.72,1.2,11.0,237411.0,22250.33,17.0,339.0,2024845.0,1942682.0,60137.0,5430530.0,1278744.0,2251.0,135746.0,289284.0,1360.0,45952.0,2352002.0,3098207.0,1523018.0,10253.0,1920.0,501.0,5430.0,673.0
2003,舟山,1722656.0,329888.624,711456.928,681310.448,19.15,41.3,39.55,17679.0,97.12,33.59,97.925,-0.92,0.02,3.56,6.57,1.18,10.0,182703.0,18777.29,15.5,314.0,1530256.0,1443507.0,110683.0,5430530.0,980091.0,1704.0,113864.0,230973.0,1087.0,40297.0,1901242.0,2593658.0,1279347.0,6146.0,1920.0,501.0,3777.0,674.0
2002,舟山,1460140.0,329115.556,533243.128,597781.316,22.54,36.52,40.94,14910.0,97.76,32.55,98.1125,-0.31,0.05,3.82,6.72,1.18,10.0,169073.0,16690.33,12.6,300.0,1200661.0,1103705.0,79708.0,5430530.0,481441.0,1124.0,90100.0,200000.0,1087.0,36845.3,1901242.0,2593658.0,1104000.0,6260.0,1920.0,501.0,3264.0,679.0
2001,舟山,1266912.0,330410.65,431763.61,504737.741,26.08,34.08,39.84,12893.0,98.1,29.82,98.3,-0.03,0.12,3.53,7.02,1.18,11.0,155754.0,14735.48,12.3,228.0,886576.0,868357.0,61367.0,5430530.0,379375.0,1141.0,79800.0,158400.0,1087.0,33393.6,1901242.0,2593658.0,967600.0,4785.0,1920.0,501.0,3063.0,681.0
2000,舟山,1140261.0,330675.69,379706.913,431018.658,29.0,33.3,37.8,11901.6,98.41,28.35,98.19,1.02,0.15,4.21,6.93,1.18,11.0,129884.0,11504.0,12.0,194.0,742164.0,914706.0,71385.0,5430530.0,282266.0,1055.0,62300.0,114800.0,1087.0,29941.9,1901242.0,2593658.0,853900.0,3813.0,1920.0,501.0,2735.0,683.0
1999,舟山,1013672.0,312210.976,319306.68,382154.344,30.8,31.5,37.7,10910.2,98.42,27.15,98.08,0.69,0.16,4.61,7.36,1.18,12.0,124255.0,10389.0,12.0,186.0,582165.0,713615.0,47314.0,5430530.0,180683.0,869.0,49800.0,93700.0,1087.0,26490.2,1901242.0,2593658.0,853900.0,2733.0,1920.0,501.0,2597.0,683.0
1998,舟山,935639.0,306889.592,275077.866,352735.903,32.8,29.4,37.7,9918.8,98.54,25.71,97.97,6.5,0.16,4.96,7.53,1.18,13.0,116512.0,9210.0,7.3,186.0,582165.0,574044.0,28326.0,5430530.0,309962.0,658.0,44702.43906587247,80620.84043458733,1087.0,23038.5,1901242.0,2593658.0,853900.0,2006.0,1920.0,501.0,2357.0,684.0
1997,舟山,891533.0,296702.182,273522.324,321397.646,33.28,30.68,36.05,8927.4,98.58,24.42,97.86,1.75,21.41,15.85,28.16,1.18,15.0,121608.0,8369.0,7.9,186.0,582165.0,564373.0,25500.0,5430530.0,340853.0,1162.0,41580.01303257068,67747.84639697627,1087.0,19586.800000000003,1901242.0,2593658.0,853900.0,1724.0,1920.0,501.0,2457.0,715.0
1996,舟山,825827.0,275826.218,258483.851,291516.931,33.4,31.3,35.3,7936.0,98.47,23.73,97.75,2.53,21.25,17.27,27.9,1.18,15.0,113262.0,7456.0,6.7,186.0,582165.0,539960.0,27636.0,5430530.0,162300.0,2022.0,39560.03900471358,55635.39161093942,1087.0,16135.100000000002,1901242.0,2593658.0,853900.0,1651.0,1920.0,501.0,1999.0,718.0
1995,舟山,734927.0,222682.881,248405.326,263838.793,30.3,33.8,35.9,6944.6,98.28,23.24,97.64,2.41,21.5,17.67,28.01,1.18,15.0,107138.0,6855.0,-1.4,186.0,582165.0,587171.0,38564.0,5430530.0,115582.0,2319.0,37769.83408692013,44837.84980024936,1087.0,12683.400000000001,1901242.0,2593658.0,853900.0,1839.0,1920.0,501.0,2221.0,717.0
1994,舟山,596987.0,186359.0,202086.0,208542.0,31.217,33.851,34.932,5953.2,97.99,22.53,97.53,1.8,21.29,15.85,24.76,1.18,15.0,89682.0,5888.51,-1.4,186.0,582165.0,537196.0,38775.0,5430530.0,143558.0,2265.0,35336.71538380928,35909.594688678684,1087.0,9231.7,1901242.0,2593658.0,853900.0,1598.0,1920.0,501.0,1788.0,714.0
1993,舟山,413400.0,156630.05418371587,162684.2567434577,163589.47816727794,32.89906876661639,33.33131366912303,33.77603321348188,4961.8,97.88,21.81,97.42,3.0,22.745303353883763,15.232313002043488,20.939745998326448,1.18,15.0,72780.61059427142,5888.51,-1.4,186.0,582165.0,446644.3333333333,33657.0,5430530.0,86270.0,1751.182083141586,31388.0,29405.0,1087.0,5780.0,1901242.0,2593658.0,853900.0,1134.0,1920.0,501.0,1649.0,714.0
1992,舟山,341400.0,129174.03590143655,125830.40512254699,123936.25434018207,34.761906310654815,32.755989736941125,32.55162439385259,3970.3999999999996,97.63,21.3,97.31,4.6,25.380057845652395,14.658719571338438,16.9006240721246,1.18,15.0,56197.22727573763,5888.51,-1.4,186.0,582165.0,356092.6666666666,28539.0,5430530.0,58342.0,1121.9495321368308,25619.0,25025.0,1087.0,4593.0,1901242.0,2593658.0,853900.0,1197.0,1920.0,501.0,1274.0,712.0
1991,舟山,289400.0,104900.0,93600.0,91000.0,36.247,32.343,31.444,2979.0,97.35,21.02,97.2,3.95,27.36,14.16,13.21,1.18,15.0,40205.0,5888.51,-1.4,186.0,582165.0,265541.0,23421.0,5430530.0,42599.0,582.0,23623.0,21993.0,1087.0,4593.0,1901242.0,2593658.0,853900.0,1260.0,1920.0,501.0,1191.0,710.0
1990,舟山,245700.0,87700.0,79300.0,78700.0,35.694,32.275,32.031,2538.0,96.99,20.69,96.8,5.7,27.63,13.72,13.42,1.18,15.0,34820.0,5888.51,-1.4,186.0,582165.0,200988.0,13346.0,5430530.0,23528.0,203.0,22334.0,20244.0,1087.0,4593.0,1901242.0,2593658.0,853900.0,1340.0,1920.0,501.0,1047.0,707.0
